armstrong,rozado,wen,wang,karvonen,zollo,yin
0.44999999999999996,1.3984962406015038,1.2949640287769786,1.0062893081761006,1.8230088495575223,1.4230769230769231,1.1166666666666667
1.0714285714285714,0.7336956521739131,1.2,1.5317460317460316,1.1700680272108843,1.0999999999999999,0.30927835051546393
1.1554054054054055,0.9101796407185629,1.0714285714285714,1.9537037037037035,0.2811244979919678,0.9090909090909092,0.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2464788732394367,1.773913043478261,1.2,0.611111111111111,1.4166666666666667,1.032258064516129,1.1896551724137931
1.380597014925373,1.4538461538461538,1.2949640287769786,1.2456998239436619,0.4837209302325582,1.3333333333333333,0.30927835051546393
1.2949640287769786,0.8022598870056497,1.215277777777778,1.0318471337579618,1.4166666666666667,1.7391304347826089,0.6493506493506493
1.2624113475177305,0.8654970760233919,1.362962962962963,0.9570552147239265,0.7336956521739131,1.625,0.7162162162162161
1.1849315068493151,2.4658491847826087,1.2949640287769786,1.1409395973154361,1.1849315068493151,0.8529411764705882,1.2280701754385965
1.0574032258064514,1.75,1.3115942028985508,0.6622861910721737,1.5118110236220472,1.7391304347826089,1.1525423728813557
